product_category,product_name,brand,current_market_price,purchase_price,purchase_age_days,initial_warranty_days,warranty_left_days,condition_score,condition_grade,scratch_severity,dent_severity,crack_severity,usage_severity,missing_accessories,seller_description,resale_price
Mobile Phones,Galaxy Z Flip 5,Samsung,31600,37500,1673,1537,25,60.9,C,8,1,0,7,FALSE,Some scratches and minor dents but fully functional. No box.,8730
Televisions,"Sony 77"" MASTER OLED A95L",Sony,204500,202800,2465,1167,0,62.8,C,1,9,0,5,FALSE,Regular use marks visible. Battery health good. Missing some accessories.,59140
Furniture,IKEA BILLY Bookcase,IKEA,7600,7500,1991,754,0,56.6,D,2,4,2,6,TRUE,Old device with heavy signs of usage. Minor crack on edge. Working. Missing some original accessories.,2350
Microwaves,LG 28L Convection MJEN286SF,LG,16700,15800,2198,740,0,12.5,Reject,9,8,6,6,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,1670
Refrigerators,Godrej 192L Single Door,Godrej,47000,49900,836,1407,711,18.2,Reject,2,6,10,8,FALSE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,4700
Headphones,MDR-ZX310,Sony,26300,31000,20,1766,1746,99.2,A,1,0,0,1,FALSE,"Mint condition. Purchased recently, upgrading device. Complete kit available.",24980
Tablets,Tab P11 Pro,Lenovo,54400,68000,1283,1593,314,45.3,D,1,4,9,0,FALSE,Significant wear. Cracked corner but device works properly.,9030
Refrigerators,Godrej 564L French Door,Godrej,48300,59600,1318,660,0,19.7,Reject,9,9,6,1,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,4830
Microwaves,Samsung 28L Convection MC28A5025VS,Samsung,9800,11600,1260,955,0,64.7,C,5,3,3,0,TRUE,Used condition with visible signs of wear. All functions working perfectly. Missing some original accessories.,3480
Mobile Phones,Galaxy Z Fold 5,Samsung,122700,158700,1927,1744,0,40,D,9,3,8,0,FALSE,Old device with heavy signs of usage. Minor crack on edge. Working.,13790
Washing Machines,Whirlpool 7kg Top Load,Whirlpool,20500,22000,289,497,402,52.1,D,0,7,5,0,TRUE,Old device with heavy signs of usage. Minor crack on edge. Working. Missing some original accessories.,6210
Laptops,Pavilion 15,HP,141800,180200,2329,628,0,61.7,C,2,2,4,4,FALSE,Moderate scratches on body. Device works great. Original charger included.,34370
Smart Watches,Apple Watch Ultra 2,Apple,8500,10200,1482,1439,0,29.6,Reject,4,6,4,9,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,850
Furniture,IKEA BILLY Bookcase,IKEA,187600,186700,325,828,614,50.3,D,9,0,7,0,FALSE,Visible damage on body. Functional but cosmetically worn. No accessories.,54770
Furniture,Godrej Interio Dining Table Set,Godrej,14000,17300,855,1022,195,43,D,1,2,8,7,FALSE,Heavy usage marks and dents. Missing original accessories. Functional.,2920
Laptops,ThinkPad T14s,Lenovo,245700,288600,38,1638,1600,96.5,A,0,1,0,1,FALSE,"Mint condition. Purchased recently, upgrading device. Complete kit available.",233415
Furniture,Godrej Interio Boston Bed,Godrej,101600,130500,961,195,0,54.6,D,8,4,0,5,TRUE,Heavy usage marks and dents. Missing original accessories. Functional.,33910
Televisions,"Samsung 65"" QLED 4K Q80C",Samsung,175600,168600,1673,289,0,11.7,Reject,8,5,8,9,FALSE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,17560
Laptops,Pavilion 15,HP,241100,274300,991,1293,411,30.4,Reject,4,7,1,9,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,27260
Headphones,Boat Bassheads 900,Boat,21700,19900,96,1143,1047,92,A,1,0,0,2,FALSE,Almost brand new. Original packaging intact. No signs of use.,20410
Laptops,Spectre x360 14,HP,217600,207900,906,865,0,12.3,Reject,10,5,6,6,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,21760
Furniture,IKEA LACK Side Table,IKEA,129100,152100,1754,855,0,11.2,Reject,9,3,7,9,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,12910
Smart Watches,Galaxy Watch 6,Samsung,61600,76200,171,1623,1500,29.2,Reject,2,1,9,6,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,7680
Microwaves,Samsung 23L Solo MS23A3513AK,Samsung,10600,12400,934,524,0,17.2,Reject,4,5,7,7,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,1060
Laptops,XPS 13 9340,Dell,21700,27400,2201,678,0,44.2,D,5,2,3,7,TRUE,Significant wear. Cracked corner but device works properly. Missing some original accessories.,3200
Televisions,"Sony 43"" BRAVIA X75L",Sony,193600,236400,1708,835,0,13.9,Reject,8,6,6,8,TRUE,Cracked screen with multiple dents. Missing charger and box. Functional.,19360
Mobile Phones,iPhone 11 Pro,Apple,60400,67800,84,1213,1129,98.8,A,1,1,0,0,FALSE,Excellent condition. Used very carefully. All original accessories present.,57380
Smart Watches,Sony SmartWatch 4,Sony,32900,31000,203,1164,1077,46.7,D,4,9,1,4,TRUE,Heavy usage marks and dents. Missing original accessories. Functional.,8980
Headphones,JBL Endurance Run,JBL,16800,21100,2433,878,0,39,Reject,3,2,7,7,FALSE,Cracked display corner and heavy dents. Works but in poor cosmetic condition.,1930
Washing Machines,LG 9kg Front Load FHP1209Z5W,LG,36100,43800,1363,661,0,32.3,Reject,10,6,3,7,FALSE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,4630
Refrigerators,Samsung 324L Double Door,Samsung,102800,103800,544,657,256,24.4,Reject,4,3,10,7,FALSE,Damaged device. Cracks and deep dents. Missing all accessories.,10280
Furniture,IKEA FRIHETEN Sofa Bed,IKEA,20200,21300,86,1318,1232,90,A,2,0,0,2,FALSE,Like new condition. Original charger and box included. Barely used for 2 months.,19190
Refrigerators,Samsung 324L Double Door,Samsung,20800,26900,1416,1062,0,57.8,D,7,0,2,7,FALSE,Visible damage on body. Functional but cosmetically worn. No accessories.,6670
Furniture,IKEA STEFAN Chair,IKEA,35000,34000,452,1168,911,14.7,Reject,9,6,8,2,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,3500
Headphones,WH-1000XM5,Sony,9400,11100,1287,1605,492,38.1,Reject,4,0,8,7,FALSE,Cracked display corner and heavy dents. Works but in poor cosmetic condition.,1350
Smart Watches,Sony SmartWatch 4,Sony,12300,14200,428,1707,1403,8.2,Reject,5,7,7,9,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,1230
Headphones,WF-1000XM5,Sony,5800,6400,2447,827,0,29.1,Reject,1,9,10,2,FALSE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,580
Washing Machines,Samsung 9kg Front Load WW90T,Samsung,59200,53400,1745,1763,40,14.2,Reject,0,10,10,6,FALSE,Damaged device. Cracks and deep dents. Missing all accessories.,5920
Refrigerators,LG 343L Double Door,LG,78900,101300,735,221,0,51.9,D,6,9,1,4,FALSE,Heavily used. Multiple scratches and dents. Works fine for daily use.,23340
Laptops,EliteBook 840 G10,HP,72400,78900,2121,733,0,69.6,C,1,3,4,1,FALSE,Visible wear and dents. Missing original packaging. Fully functional.,21610
Microwaves,Samsung 32L Convection MC32A7056CC,Samsung,16200,18700,1226,886,0,45.4,D,5,1,4,9,FALSE,Old device with heavy signs of usage. Minor crack on edge. Working.,3680
Microwaves,Samsung 23L Solo MS23A3513AK,Samsung,21500,27600,1913,538,0,58.1,D,1,8,0,8,FALSE,Heavy usage marks and dents. Missing original accessories. Functional.,6640
Washing Machines,Whirlpool 8kg Top Load,Whirlpool,57700,71700,696,580,50,28.8,Reject,9,9,0,7,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,6850
Refrigerators,Samsung 324L Double Door,Samsung,13100,11800,11,715,715,1.1,Reject,1,10,9,9,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,1310
Mobile Phones,iPhone 15,Apple,79000,97100,980,1643,698,64.9,C,7,2,2,3,FALSE,Used condition with visible signs of wear. All functions working perfectly.,30720
Mobile Phones,Galaxy S23 Ultra,Samsung,30500,35400,15,859,844,98.4,A,0,0,0,1,FALSE,Pristine condition with all accessories. No scratches or dents whatsoever.,28975
Washing Machines,Whirlpool 8kg Top Load,Whirlpool,33400,32800,1409,608,0,45.7,D,3,4,5,1,TRUE,Visible damage on body. Functional but cosmetically worn. No accessories. Missing some original accessories.,6820
Headphones,WF-1000XM4,Sony,3300,3500,254,1644,1396,40.3,D,9,7,2,7,FALSE,Heavy usage marks and dents. Missing original accessories. Functional.,750
Headphones,WH-1000XM5,Sony,36800,38800,374,1800,1443,50.8,D,1,3,6,5,FALSE,Significant wear. Cracked corner but device works properly.,11310
Refrigerators,Whirlpool 215L Single Door,Whirlpool,69900,64100,521,1285,956,59.6,D,10,2,2,3,FALSE,Old device with heavy signs of usage. Minor crack on edge. Working.,31730
Furniture,IKEA LACK Side Table,IKEA,184800,188500,2304,1337,0,74.1,C,4,2,0,5,FALSE,Moderate scratches on body. Device works great. Original charger included.,96640
Furniture,Godrej Interio Bookshelf,Godrej,89600,93400,1501,824,0,70.3,C,8,2,0,4,FALSE,Moderate scratches on body. Device works great. Original charger included.,43670
Washing Machines,LG 6kg Top Load T60SJSF1Z,LG,48100,58200,239,610,391,48.7,D,1,2,2,10,TRUE,Old device with heavy signs of usage. Minor crack on edge. Working. Missing some original accessories.,13390
Microwaves,LG 28L Convection MJEN286SF,LG,24200,28400,1073,545,0,44.1,D,8,3,5,4,FALSE,Old device with heavy signs of usage. Minor crack on edge. Working.,4760
Televisions,"LG 55"" QNED 80",LG,189300,237400,821,1330,686,20.9,Reject,5,4,8,5,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,18930
Refrigerators,LG 655L French Door,LG,59300,65000,1174,1797,720,11.7,Reject,0,6,8,9,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,5930
Microwaves,LG 20L Solo MS2043DB,LG,31700,28700,7,1540,1533,100,A,0,0,0,0,FALSE,Pristine condition with all accessories. No scratches or dents whatsoever.,30115
Smart Watches,Sony SmartWatch 4,Sony,67400,63500,396,1035,791,60.3,C,2,3,2,8,FALSE,Moderate scratches on body. Device works great. Original charger included.,27080
Tablets,Galaxy Tab S9+,Samsung,53200,56700,517,413,0,55.8,D,6,2,2,5,TRUE,Visible damage on body. Functional but cosmetically worn. No accessories. Missing some original accessories.,16740
Televisions,"Sony 77"" MASTER OLED A95L",Sony,169600,207600,322,1570,1279,59.8,D,9,1,3,2,FALSE,Significant wear. Cracked corner but device works properly.,72820
Washing Machines,Samsung 9kg Front Load WW90T,Samsung,42000,42300,167,605,487,67.6,C,9,3,1,0,FALSE,Moderate scratches on body. Device works great. Original charger included.,24120
Tablets,iPad mini 6,Apple,15200,15500,1387,461,0,4.5,Reject,8,7,6,10,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,1520
Refrigerators,Godrej 564L French Door,Godrej,13100,15300,954,209,0,2.4,Reject,9,8,6,8,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,1310
Washing Machines,LG 6kg Top Load T60SJSF1Z,LG,61300,70000,891,1547,790,24.1,Reject,9,10,1,10,FALSE,Cracked display corner and heavy dents. Works but in poor cosmetic condition.,6130
Headphones,Boat Rockerz 550,Boat,7800,10000,342,1405,1241,73.3,C,0,2,4,1,FALSE,Used condition with visible signs of wear. All functions working perfectly.,4720
Televisions,"Sony 55"" BRAVIA X90L",Sony,270600,343300,9,1579,1570,97.3,A,0,1,0,1,FALSE,"Mint condition. Purchased recently, upgrading device. Complete kit available.",257070
Refrigerators,Whirlpool 215L Single Door,Whirlpool,19700,20800,275,301,208,61.7,C,6,5,1,4,FALSE,Regular use marks visible. Battery health good. Missing some accessories.,8950
Washing Machines,Whirlpool 8kg Top Load,Whirlpool,71600,72800,824,340,0,21.7,Reject,7,7,1,10,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,7160
Microwaves,LG 32L Convection MC3286BRUM,LG,17400,19500,2236,1364,0,0,Reject,6,9,7,9,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,1740
Tablets,iPad Pro 12.9 M2,Apple,26800,27100,1366,522,0,26.4,Reject,7,5,9,4,FALSE,Cracked screen with multiple dents. Missing charger and box. Functional.,2680
Furniture,IKEA KALLAX Shelf Unit,IKEA,136700,125600,2353,1655,0,29.2,Reject,9,9,1,5,TRUE,Cracked screen with multiple dents. Missing charger and box. Functional.,16070
Refrigerators,Samsung 236L Single Door,Samsung,12000,11200,992,1561,637,18.5,Reject,4,2,9,6,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,1200
Washing Machines,LG 6kg Top Load T60SJSF1Z,LG,22200,26100,898,1612,861,57.6,D,2,4,5,3,FALSE,Heavily used. Multiple scratches and dents. Works fine for daily use.,7440
Mobile Phones,iPhone 13,Apple,49600,57100,180,1679,1499,86.6,B,2,1,0,2,FALSE,Good condition with light usage marks. Works perfectly fine.,39660
Microwaves,LG 32L Convection MC3286BRUM,LG,30700,27900,401,1302,1066,59.1,D,2,2,4,6,FALSE,Significant wear. Cracked corner but device works properly.,12780
Televisions,"Samsung 32"" HD T4500",Samsung,243200,219000,33,1425,1425,21.2,Reject,9,0,9,6,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,24320
Furniture,IKEA MALM Bed Frame,IKEA,94400,109500,2186,420,0,26.1,Reject,8,5,4,10,FALSE,Cracked screen with multiple dents. Missing charger and box. Functional.,9440
Headphones,WF-1000XM4,Sony,30800,39100,2255,1123,0,50.2,D,3,7,1,7,TRUE,Significant wear. Cracked corner but device works properly. Missing some original accessories.,5670
Mobile Phones,iPhone 14 Pro Max,Apple,139500,135900,1749,1358,0,60.5,C,5,2,1,6,TRUE,Some scratches and minor dents but fully functional. No box. Missing some original accessories.,33500
Televisions,"Samsung 32"" HD T4500",Samsung,94300,105200,1234,503,0,63.8,C,6,3,1,5,FALSE,Regular use marks visible. Battery health good. Missing some accessories.,34020
Mobile Phones,iPhone SE (2022),Apple,144800,185000,2340,420,0,15.3,Reject,9,9,5,8,FALSE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor.,14480
Washing Machines,LG 6kg Top Load T60SJSF1Z,LG,89400,105700,1347,350,0,51.1,D,5,2,2,8,TRUE,Heavily used. Multiple scratches and dents. Works fine for daily use. Missing some original accessories.,20360
Televisions,"LG 43"" UHD 4K UR8050",LG,220300,270900,2440,1095,0,30.7,Reject,3,4,9,6,FALSE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,22030
Smart Watches,Sony Wena 3,Sony,25600,24300,2489,1196,0,64.1,C,6,4,0,6,FALSE,Visible wear and dents. Missing original packaging. Fully functional.,5520
Refrigerators,Whirlpool 340L Double Door,Whirlpool,31800,31900,15,1210,1195,99,A,1,0,0,0,FALSE,Almost brand new. Original packaging intact. No signs of use.,30210
Mobile Phones,iPhone SE (2022),Apple,47700,45100,419,213,0,0,Reject,6,9,10,6,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,4770
Tablets,Tab P12 Pro,Lenovo,21500,26900,1072,1581,589,30.9,Reject,3,6,7,6,FALSE,Damaged device. Cracks and deep dents. Missing all accessories.,2250
Washing Machines,LG 7kg Top Load T70SKSF1Z,LG,44800,49500,797,189,0,46.9,D,3,3,2,7,TRUE,Visible damage on body. Functional but cosmetically worn. No accessories. Missing some original accessories.,10680
Microwaves,Samsung 32L Convection MC32A7056CC,Samsung,22000,20400,2053,759,0,18.8,Reject,8,4,5,10,TRUE,Cracked screen with multiple dents. Missing charger and box. Functional.,2200
Smart Watches,Sony SmartWatch 4,Sony,41700,43000,616,995,386,47.1,D,8,2,2,8,FALSE,Heavy usage marks and dents. Missing original accessories. Functional.,10190
Headphones,AirPods Pro 2,Apple,23100,24300,287,1557,1364,52.4,D,9,3,2,5,FALSE,Old device with heavy signs of usage. Minor crack on edge. Working.,8270
Televisions,"Sony 65"" BRAVIA XR A95L OLED",Sony,132800,120300,19,1589,1570,100,A,0,0,0,0,FALSE,Pristine condition with all accessories. No scratches or dents whatsoever.,126160
Smart Watches,Sony SmartWatch 4,Sony,45400,56000,399,1601,1377,26.4,Reject,3,5,8,5,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,4540
Tablets,iPad Pro 11 M2,Apple,49500,56800,1472,318,0,6.2,Reject,3,10,9,9,FALSE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor.,4950
Televisions,"LG 77"" OLED evo G3",LG,184500,198400,1917,978,0,62.6,C,2,3,6,0,FALSE,Some scratches and minor dents but fully functional. No box.,53760
Washing Machines,LG 8kg Front Load FHM1408BDL,LG,37400,43900,2085,951,0,55.9,D,3,0,6,2,TRUE,Old device with heavy signs of usage. Minor crack on edge. Working. Missing some original accessories.,8550
Headphones,AirPods Max,Apple,20700,22300,207,534,478,90.7,A,1,3,0,0,FALSE,"Mint condition. Purchased recently, upgrading device. Complete kit available.",19660
Laptops,Spectre x360 14,HP,153200,171600,310,1615,1467,74.3,C,6,3,3,0,FALSE,Used condition with visible signs of wear. All functions working perfectly.,89580
Furniture,Godrej Interio Slimline Wardrobe,Godrej,173700,176000,700,1083,407,4.6,Reject,9,2,9,8,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,17370
Laptops,ThinkPad X1 Carbon,Lenovo,175100,199000,1674,546,0,39.2,Reject,8,8,5,1,FALSE,Cracked screen with multiple dents. Missing charger and box. Functional.,24220
Smart Watches,Galaxy Watch 6 Classic,Samsung,68600,81900,1658,1638,0,45.3,D,4,5,3,6,TRUE,Heavily used. Multiple scratches and dents. Works fine for daily use. Missing some original accessories.,9730
Laptops,Envy x360 15,HP,102800,128600,2188,610,0,26.8,Reject,6,3,5,7,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,10280
Washing Machines,LG 9kg Front Load FHP1209Z5W,LG,82500,77800,779,529,0,74.2,C,0,1,0,2,TRUE,Used condition with visible signs of wear. All functions working perfectly. Missing some original accessories.,42700
Laptops,MacBook Pro 14 M2,Apple,104600,97500,312,288,0,44.8,D,4,3,2,6,TRUE,Visible damage on body. Functional but cosmetically worn. No accessories. Missing some original accessories.,24230
Televisions,"Samsung 32"" HD T4500",Samsung,181700,170600,1109,278,0,12.4,Reject,4,4,8,7,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,18170
Mobile Phones,iPhone 13,Apple,23300,26200,738,1128,525,30.9,Reject,8,8,4,7,FALSE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,2860
